# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'branch-instructions'
# Event count (approx.): 4978103875
#
# Overhead  Command  Shared Object               Symbol                                                                                                                                                                                                                                                              
# ........  .......  ..........................  ....................................................................................................................................................................................................................................................................
#
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000019006
     0.00%  test     [kernel.kallsyms]             [k] from_kuid
     0.00%  test     [kernel.kallsyms]             [k] fscrypt_mergeable_bio
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000001558b
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c475
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000003d51e
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e84
     0.00%  test     [kernel.kallsyms]             [k] __ext4_journal_get_write_access
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000003d4b5
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000008dfb
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027206
     0.00%  test     [kernel.kallsyms]             [k] fscrypt_mergeable_bio_bh
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000001558e
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000003d67d
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5f0
     0.00%  test     [kernel.kallsyms]             [k] inherit_task_group.isra.0
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d54
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004bf95
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000019000
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000002d3b
     0.00%  test     [kernel.kallsyms]             [k] mempool_alloc
     0.00%  test     libc.so.6                     [.] __GI___pthread_enable_asynccancel
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000270d1
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027237
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004bea7
     0.00%  test     [kernel.kallsyms]             [k] start_this_handle
     0.00%  test     [kernel.kallsyms]             [k] _raw_spin_unlock_irqrestore
     0.00%  test     test                          [.] std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000002711d
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d6e
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027609
     0.00%  test     [kernel.kallsyms]             [k] bio_split_rw
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c699
     0.00%  test     [kernel.kallsyms]             [k] pick_next_task_fair
     0.00%  test     libopencv_core.so.4.9.0       [.] icv_k0_ownsCopy_8u_inv
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2b7
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027931
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c319
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000277b2
     0.00%  test     [kernel.kallsyms]             [k] uncharge_batch
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c111
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000015f6e
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c1bb
     0.00%  test     [kernel.kallsyms]             [k] entry_SYSCALL_64
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000273fb
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a25
     0.00%  test     ld-linux-x86-64.so.2          [.] _dl_lookup_symbol_x
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b97
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c35d
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a49
     0.00%  test     [kernel.kallsyms]             [k] __calc_delta
     0.00%  test     libtbb.so.12.12               [.] tbb::detail::r1::task_dispatcher::get_stream_or_critical_task(tbb::detail::r1::execution_data_ext&, tbb::detail::r1::arena&, tbb::detail::r1::task_stream<(tbb::detail::r1::task_stream_accessor_type)0>&, unsigned int&, long, bool)
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000020bab
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000003d4cc
     0.00%  test     [kernel.kallsyms]             [k] lockref_put_return
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027928
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000007de6
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027910
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027786
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c3bb
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000205e0
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000007e1d
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7e2
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c0ea
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027029
     0.00%  test     [kernel.kallsyms]             [k] __remove_hrtimer
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000271d3
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000005f37
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c288
     0.00%  test     [kernel.kallsyms]             [k] security_file_permission
     0.00%  test     ld-linux-x86-64.so.2          [.] _dl_relocate_object
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000003d633
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027112
     0.00%  test     [kernel.kallsyms]             [k] ext4_inode_table
     0.00%  test     [kernel.kallsyms]             [k] shuffle_freelist
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027130
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2bb
     0.00%  test     [kernel.kallsyms]             [k] add_transaction_credits
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2a6
     0.00%  test     [kernel.kallsyms]             [k] ext4_es_can_be_merged.isra.0
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d7f
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2a1
     0.00%  test     [kernel.kallsyms]             [k] filemap_map_pages
     0.00%  test     [kernel.kallsyms]             [k] __xa_set_mark
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6db
     0.00%  test     libjpeg.so.8.2.2              [.] memcpy@plt
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2dd
     0.00%  test     libjpeg.so.8.2.2              [.] jpeg_huff_decode@plt
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027040
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5ba
     0.00%  test     [kernel.kallsyms]             [k] pgd_none
     0.00%  test     libhwloc.so.15.5.4            [.] hwloc_bitmap_iszero
     0.00%  test     [kernel.kallsyms]             [k] schedule
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b87
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004bfe3
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c399
     0.00%  test     [kernel.kallsyms]             [k] format_decode
     0.00%  test     [kernel.kallsyms]             [k] putname
     0.00%  test     [kernel.kallsyms]             [k] llist_add_batch
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2d5
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7ca
     0.00%  test     [kernel.kallsyms]             [k] native_set_pte
     0.00%  test     [kernel.kallsyms]             [k] dentry_unlink_inode
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000002c19f
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000023876
     0.00%  test     [kernel.kallsyms]             [k] xas_store
     0.00%  test     [kernel.kallsyms]             [k] dma_direct_map_sg
     0.00%  test     [kernel.kallsyms]             [k] hrtimer_update_next_event
     0.00%  test     [kernel.kallsyms]             [k] cache_from_obj
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000003d713
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004bf07
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027096
     0.00%  test     [kernel.kallsyms]             [k] consume_obj_stock
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000007da0
     0.00%  test     libc.so.6                     [.] _IO_file_write@@GLIBC_2.2.5
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000015f70
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004bc1e
     0.00%  test     [kernel.kallsyms]             [k] perf_adjust_freq_unthr_context
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000003d79d
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c7e9
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000007db7
     0.00%  test     [kernel.kallsyms]             [k] mpage_map_and_submit_buffers
     0.00%  test     [kernel.kallsyms]             [k] __irqentry_text_end
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000008e72
     0.00%  test     [kernel.kallsyms]             [k] down_read
     0.00%  test     [kernel.kallsyms]             [k] mas_wr_modify
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5ad
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000007e33
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000026f41
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027aa3
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004bfc6
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6a0
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000002718a
     0.00%  test     [kernel.kallsyms]             [k] ext4_reserve_inode_write
     0.00%  test     [kernel.kallsyms]             [k] inotify_handle_inode_event
     0.00%  test     [kernel.kallsyms]             [k] __kmalloc
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000028be4
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000003d80d
     0.00%  test     [kernel.kallsyms]             [k] filemap_unaccount_folio
     0.00%  test     [kernel.kallsyms]             [k] inode_to_bdi
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000373d0
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c585
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e15
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000373eb
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c5be
     0.00%  test     [kernel.kallsyms]             [k] block_invalidate_folio
     0.00%  test     libc.so.6                     [.] _IO_do_write@@GLIBC_2.2.5
     0.00%  test     [kernel.kallsyms]             [k] folio_test_hugetlb
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c56c
     0.00%  test     [kernel.kallsyms]             [k] xas_find
     0.00%  test     [kernel.kallsyms]             [k] link_path_walk.part.0.constprop.0
     0.00%  test     [kernel.kallsyms]             [k] get_any_partial
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c4ee
     0.00%  test     libopencv_imgcodecs.so.4.9.0  [.] cv::JpegDecoder::readData(cv::Mat&)
     0.00%  test     libtbb.so.12.12               [.] tbb::detail::r1::task_dispatcher::steal_or_get_critical(tbb::detail::r1::execution_data_ext&, tbb::detail::r1::arena&, unsigned int, tbb::detail::r1::FastRandom&, long, bool)
     0.00%  test     [kernel.kallsyms]             [k] xas_find_marked
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c59a
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000002707b
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004bf37
     0.00%  test     [kernel.kallsyms]             [k] filemap_get_folios_tag
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004bc35
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000276f2
     0.00%  test     [kernel.kallsyms]             [k] page_copy_sane
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000003d62
     0.00%  test     libc.so.6                     [.] _IO_file_overflow@@GLIBC_2.2.5
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b7e
     0.00%  test     [kernel.kallsyms]             [k] seq_put_hex_ll
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000271a3
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c47a
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000276cd
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000020e90
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004b980
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004b9de
     0.00%  test     [kernel.kallsyms]             [k] rb_insert_color
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004bb55
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000270c6
     0.00%  test     test                          [.] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000048ce0
     0.00%  test     [kernel.kallsyms]             [k] kmalloc_node_trace
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004ba3e
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000026ff7
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c4f2
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004bb51
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004ba5e
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000028aa1
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000270c9
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c48a
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c4d2
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000048ec1
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000003d566
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000002d2f
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000002705a
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000048ec6
     0.00%  test     [kernel.kallsyms]             [k] _raw_spin_unlock_irq
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000026fb8
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000019073
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c441
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000271d7
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000270d8
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027110
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027472
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c5b6
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c4fe
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004bb2c
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004baff
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c468
